level	word	german	english	freq_rank
B1	der Profisportler, - (1)	Mein Sohn möchte Profisportler werden.	My son wants to become a professional athlete.	10000000
B1	das Quartier, -e (CH) (1)	Wir wohnen in einem schönen Quartier.	We live in a nice neighborhood.	5734
B1	die Quittung, -en(1)	Brauchen Sie eine Quittung?	Do you need a receipt?	8970
B1	Prost(1)	Wir trinken auf Ihre Gesundheit! Prost!	We toast to your health! Cheers!	2446
B1	protestieren, protestiert, protestierte, hat protestiert(1)	Wir protestieren gegen den Bau der Autobahn.	We are protesting against the construction of the highway.	14088
B1	der Protest, -e(1)	Alle Proteste haben nichts genützt.	All protests have been in vain.	11395
B1	der Prozess, -e(1)	Der Prozess wird direkt aus dem Gerichtssaal im Fernsehen übertragen.	The trial is being broadcast live from the courtroom.	2364
B1	das Publikum(1)	Es war ein tolles Konzert. Das Publikum war begeistert.	It was a great concert. The audience was enthusiastic.	2615
B1	der Punkt, -e(1)	Das Konzert beginnt um Punkt 20 Uhr.	The concert starts precisely at 8 o’clock.	1183
B1	der Punkt, -e(2)	Beim letzten Satz fehlt der Punkt.	The last sentence is missing a period.	1183
B1	der Punkt, -e(3)	Diesen Punkt haben wir noch nicht besprochen.	We haven’t discussed this point yet.	1183
B1	die Puppe, -n(1)	Unsere kleine Tochter bekommt zum Geburtstag eine Puppe.	Our little daughter is getting a doll for her birthday.	3804
B1	die Qualifikation, -en(1)	Für diese Arbeit haben Sie gute Qualifikationen.	For this job, you have good qualifications.	26534
B1	der Rabatt, -e(1)	Sie bekommen zehn Prozent Rabatt.	You get a ten percent discount.	11811
B1	der Radfahrer, - die Radfahrerin, -nen(1)	Der Radfahrer ist auf der Straße unterwegs.	The cyclist is on the road.	38730
B1	der (Schlag-)Rahm (CH) → D: (Schlag-)Sahne, A: (Schlag-)Obers(1)	Ich hätte gern ein Stück Torte mit (Schlag-)Rahm.	I would like a piece of cake with whipped cream.	10000000
B1	der Rand, ¨-er(1)	Wir wohnen am Rand der Innenstadt.	We live on the edge of the city center.	4369
B1	der Rasen, -(1)	Bitte den Rasen nicht betreten!	Please do not walk on the lawn.	5290
B1	(sich) rasieren, rasiert, rasierte, hat rasiert(1)	Dein Bart ist aber lang! Du solltest dich mal wieder rasieren.	Your beard is quite long! You should shave again.	7416
B1	der Rat(1)	Was soll ich machen? Können Sie mir einen Rat geben?	What should I do? Can you give me advice?	1367
B1	Ratschlag, ¨-e(1)	Meine Tochter nimmt meine Ratschläge nicht an.	My daughter does not take my advice.	9519
B1	der Raucher, - die Raucherin, -nen(1)	Gibt es hier ein Zimmer für Raucher?	Is there a room for smokers here?	19820
B1	rauf/rauf-(1)	Hier ist die Treppe, also los, schnell rauf!	Here is the staircase, so go up quickly!	10000000
B1	raus/raus-(1)	Willst du rein oder raus?	Do you want to go in or out?	10000000
B1	reagieren, reagiert, reagierte, hat reagiert(1)	Ich habe dem Vermieter geschrieben, aber er hat noch nicht reagiert.	I wrote to the landlord, but he has not yet responded.	3719
B1	die Reaktion, -en(1)	Diese Reaktion ist typisch für ihn.	This reaction is typical of him.	3224
B1	realisieren, realisiert, realisierte, hat realisiert(1)	Diese Pläne sind nicht zu realisieren.	These plans are not feasible.	18627
B1	die Realität, -en(1)	Das gefällt dir nicht? Aber das ist die Realität.	You don't like it? But that's the reality.	2993
B1	realistisch(1)	Ich glaube nicht, dass du für das Auto noch so viel Geld bekommst. Das ist nicht realistisch.	I don't think you'll get that much money for the car. That's not realistic.	8627
B1	die Recherche, -n(1)	Für diesen Bericht waren viele Recherchen nötig.	A lot of research was needed for this report.	13290
B1	der Rechner, -(1)	Mein Rechner ist kaputt.	My computer is broken.	16041
B1	das Recht, -e(1)	Nach deutschem Recht kann er dafür nicht bestraft werden.	According to German law, he cannot be punished for this.	237
B1	rechtlich(1)	Wir beraten Sie in rechtlichen Fragen.	We advise you on legal matters.	14728
B1	recht(1)	Ist es Ihnen recht, wenn ich morgen vorbeikomme?	Is it okay with you if I come by tomorrow?	237
B1	recht-(1)	Ich habe mir den rechten Arm gebrochen.	I broke my right arm.	10000000
B1	rechtzeitig(1)	Bitte weck mich rechtzeitig. Ich muss pünktlich sein.	Please wake me up on time. I need to be punctual.	2668
B1	die Rede, -n(1)	Der Präsident hat eine Rede gehalten.	The president gave a speech.	616
B1	reduzieren, reduziert, reduzierte, hat reduziert(1)	Wir haben jetzt unsere Preise reduziert.	We have now reduced our prices.	10879
B1	das Referat, -e(1)	Vielen Dank für dieses interessante Referat.	Thank you for this interesting presentation.	22280
B1	die Reform, -en(1)	Die Regierung plant für nächstes Jahr eine Reform. Die Steuern sollen steigen.	The government is planning a reform for next year. Taxes are supposed to rise.	27112
B1	das Regal, -e(1)	Das Buch steht im Regal oben rechts.	The book is on the shelf in the top right corner.	8681
B1	die Regel, -n(1)	Im Straßenverkehr sind viele Regeln zu beachten.	There are many rules to follow in road traffic.	2510
B1	regelmäßig(1)	Sie müssen die Tabletten regelmäßig nehmen.	You need to take the tablets regularly.	6013
B1	regeln, regelt, regelte, hat geregelt(1)	Die Ampel ist kaputt. Ein Polizist regelt den Verkehr.	The traffic light is broken. A policeman is directing the traffic.	979
B1	die Region, -en(1)	In der Rhein-Main-Region sind die Mieten sehr hoch.	In the Rhine-Main region, rents are very high.	7480
B1	die Region, -en(2)	Die Milch ist aus der Region.	The milk is from the region.	7480
B1	regional(1)	Du kannst mit einer Regionalbahn fahren. Das ist billiger.	You can travel by regional train. It’s cheaper.	45534
B1	reichen, reicht, reichte, hat gereicht(1)	Ich nehme nur eine Suppe. Das reicht mir.	I’m only having one soup. That’s enough for me.	1585
B1	reichen, reicht, reichte, hat gereicht(2)	Wie lange reicht das Papier noch? Ich glaube, wir müssen neues bestellen.	How long will the paper last? I think we need to order new.	1585
B1	reif(1)	Die Banane kannst du nicht essen. Sie ist noch nicht reif.	You can’t eat the banana. It’s not ripe yet.	5791
B1	die Reihenfolge, -n(1)	Achten Sie auf die Reihenfolge der Inhaltspunkte.	Pay attention to the order of the content points.	9269
B1	rein(1)	Der Pullover ist aus reiner Wolle.	The sweater is made of pure wool.	279
B1	rein(2)	Es war reiner Zufall, dass ich die Uhr wiedergefunden habe.	It was pure coincidence that I found the watch again.	279
B1	rein(3)	Das Wasser ist so rein, dass man es trinken kann.	The water is so pure that you can drink it.	279
B1	reinigen, reinigt, reinigte, hat gereinigt(1)	Ich möchte diesen Anzug reinigen lassen.	I would like to have this suit cleaned.	6979
B1	die Reportage, -n(1)	Hast du die Reportage über Afrika gesehen?	Did you see the report about Africa?	20412
B1	der Reporter, -(1)	Die Reporterin macht gerade ein Interview.	The reporter is currently doing an interview.	3725
B1	die Reservierung, -en(1)	Was kostet eine Reservierung?	What does a reservation cost?	12231
B1	der Respekt(1)	Ich habe großen Respekt vor meinem Lehrer.	I have great respect for my teacher.	1454
B1	der Respekt(2)	Du solltest ihr mehr Respekt entgegenbringen.	You should show her more respect.	1454
B1	der Respekt(3)	Ich habe bei der Prüfung alle Punkte erreicht! – Respekt!	I achieved all points on the exam! – Respect!	1454
B1	die Reklame, -n(1)	Ich möchte keine Reklame im Briefkasten.	I don’t want any advertising in the mailbox.	17196
B1	der Rekord, -e(1)	Es gibt einen neuen Rekord im Schwimmen.	There’s a new record in swimming.	7711
B1	relativ(1)	Die Wohnung ist relativ groß, aber sehr teuer.	The apartment is relatively large, but very expensive.	8508
B1	die Religion, -en(1)	Religion ist für manche Menschen sehr wichtig.	Religion is very important to some people.	4413
B1	rennen, rennt, rannte, ist gerannt(1)	Ich bin sehr schnell gerannt, aber der Bus war schon weg.	I ran very quickly, but the bus was already gone.	1517
B1	die Rente, -n(1)	Sie ist 67 und bekommt jetzt eine gute Rente.	She is 67 and now receives a good pension.	5429
B1	retten, rettet, rettete, hat gerettet(1)	Der Arzt konnte das Kind noch retten.	The doctor was able to save the child.	639
B1	die Rezeption/Reception, -en(1)	Geben Sie bitte den Schlüssel an der Rezeption ab.	Please leave the key at the reception.	10000000
B1	der Richter, -(1)	Der Richter hat noch kein Urteil gesprochen.	The judge has not yet pronounced a verdict.	1339
B1	die Richtung, -en(1)	Der Zug in Richtung Köln hat Verspätung.	The train to Cologne is delayed.	1117
B1	die Richtung, -en(2)	Wo ist der Bahnhof? In welche Richtung muss ich fahren?	Where is the train station? In which direction do I need to go?	1117
B1	in Rente gehen/sein (D, CH) → A, CH: Pensionist(1)	Ich gehe Ende des Jahres in Rente.	I am retiring at the end of the year.	10000000
B1	in Rente gehen/sein (D, CH) → A, CH: Pensionist(2)	Mein Nachbar ist seit zehn Jahren in Rente.	My neighbor has been retired for ten years.	10000000
B1	riesig(1)	Die Stadt ist riesig.	The city is enormous.	4393
B1	riesig(2)	Ich habe mich über das Geschenk riesig gefreut.	I was thrilled with the gift.	4393
B1	das Risiko, Risiken(1)	Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.	I am not taking out a loan. The risk is too high.	1751
B1	roh(1)	Du kannst das nicht essen. Das Fleisch ist noch roh.	You can’t eat that. The meat is still raw.	15093
B1	das (Back-)Rohr, -e (A) → D, CH: (Back-)Ofen(1)	Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Rohr.	I just made a pizza. It’s freshly out of the oven.	7767
B1	die Rolle, -n(1)	Die Schauspielerin hat ihre Rolle sehr gut gespielt.	The actress played her role very well.	1024
B1	die Rolle, -n(2)	Geld spielt in diesem Fall keine Rolle.	Money does not play a role in this case.	1024
B1	der Roman, -e(1)	Ich lese gern Romane.	I like reading novels.	3116
B1	die Rückfahrt, -en(1)	Auf der Rückfahrt besuche ich meine Eltern.	On the return trip, I visit my parents.	22291
B1	die Rückkehr(1)	Nach meiner Rückkehr haben wir ein großes Fest gefeiert.	After my return, we had a big party.	3344
B1	rückwärts(1)	Ich bin rückwärts aus der Garage gefahren.	I drove backward out of the garage.	5757
B1	die Rücksicht, -en(1)	Nehmen Sie bitte Rücksicht auf die anderen Gäste.	Please be considerate of the other guests.	8510
B1	das Rüebli, - (CH) → D: Möhre(1)	Hasen fressen gern Rüebli.	Rabbits like to eat carrots.	10000000
B1	die Rufnummer, -n(1)	Wir möchten Sie gerne anrufen. Wie ist Ihre Rufnummer?	We would like to call you. What is your phone number?	38207
B1	die Runde, -n(1)	Ich laufe jeden Tag fünf Runden im Park.	I run five laps in the park every day.	1773
B1	die Runde, -n(2)	Wir müssen über die Probleme sprechen. Am besten mit allen in einer Runde.	We need to discuss the problems. It’s best to do it with everyone in a round table discussion.	1773
B1	die Rundfahrt, -en(1)	Am zweiten Tag haben wir eine Rundfahrt durch den Hafen gemacht.	On the second day, we took a tour of the harbor.	49454
B1	der Saal, Säle(1)	Für unsere Familienfeier haben wir einen kleinen Saal gemietet.	For our family celebration, we rented a small hall.	6296
B1	der Sack, ¨-e(1)	Ich hätte gern einen Sack Kartoffeln.	I would like a sack of potatoes.	2710
B1	der Sack, ¨-e(2)	Wo soll ich die Säcke mit dem Müll hinstellen?	Where should I put the sacks with the trash?	2710
B1	die (Schlag-)Sahne (D) → A: (Schlag-)Obers; CH: (Schlag-)Rahm(1)	Ich hätte gern ein Stück Torte mit Sahne.	I would like a piece of cake with cream.	10000000
B1	die Saison, -s(1)	Urlaub in den Schulferien ist immer teurer. Das ist die Saison mit den höchsten Preisen.	Vacation during school holidays is always more expensive. This is the season with the highest prices.	5970
B1	die Salbe, -n(1)	Diese Salbe gibt es nur auf Rezept.	This ointment is only available with a prescription.	17525
B1	der Salon, -s(1)	Sie arbeitet als Friseurin in einem Salon.	She works as a hairdresser in a salon.	6935
B1	salzig(1)	Dieses Essen ist zu salzig für mich.	This food is too salty for me.	22066
B1	sämtliche(1)	Sämtliche Fenster müssen geschlossen bleiben.	All windows must remain closed.	5257
B1	der Sand(1)	Die Kinder spielen gern im Sand.	The children like to play in the sand.	3337
B1	der Sänger, -(1)	Wie findest du diesen Sänger? − Ich finde seine Stimme toll.	How do you find this singer? – I think his voice is great.	8053
B1	die Sängerin, -nen(1)	Die Sängerin hat einen tollen Auftritt gehabt.	The female singer had a great performance.	8736
B1	satt(1)	Möchten Sie noch etwas? – Nein danke, ich bin satt.	Would you like anything else? – No thanks, I’m full.	2066
B1	die Schachtel, -n(1)	Ich hätte gern eine Schachtel Zigaretten.	I would like a box of cigarettes.	4968
B1	die Schachtel, -n(2)	Meiner Mutter schenke ich eine Schachtel Pralinen.	I am giving my mother a box of chocolates.	4968
B1	schaden, schadet, schadete, hat geschadet(1)	Ein kleines Glas Wein kann nicht schaden.	A small glass of wine can’t hurt.	1566
B1	der Schaden, ¨-(1)	Ich hatte einen Unfall mit dem Auto. Jetzt muss ich den Schaden der Versicherung melden.	I had a car accident. Now I have to report the damage to the insurance company.	1566
B1	schalten, schaltet, schaltete, hat geschaltet(1)	Schalten Sie bitte das Licht aus, wenn Sie gehen.	Please turn off the light when you leave.	3737
B1	schalten, schaltet, schaltete, hat geschaltet(2)	Kannst du bitte den Fernseher einschalten. Jetzt kommen gleich die Nachrichten.	Can you please turn on the TV? The news is about to start.	3737
B1	schalten, schaltet, schaltete, hat geschaltet(3)	Du musst jetzt in den ersten Gang schalten.	You need to shift into first gear now.	3737
B1	der Schatten, -(1)	Gestern hatten wir 25 Grad im Schatten.	Yesterday we had 25 degrees in the shade.	2084
B1	schätzen, schätzt, schätzte, hat geschätzt(1)	Wie alt ist der Chef? – Ich weiß nicht, ich schätze, um die Fünfzig.	How old is the boss? – I don’t know, I estimate around fifty.	1575
B1	schätzen, schätzt, schätzte, hat geschätzt(2)	Ich schätze deine gute Arbeit.	I appreciate your good work.	1575
B1	schauen, schaut, schaute, hat geschaut(1)	Schau mal! Da vorne ist noch ein Platz frei.	Look! There’s still a free seat up ahead.	871
B1	schauen, schaut, schaute, hat geschaut(2)	Möchtest du beim Fußballspiel zuschauen?	Would you like to watch the soccer game?	871
B1	das Schaufenster, -(1)	Ich habe im Schaufenster eine schicke Bluse gesehen.	I saw a stylish blouse in the shop window.	18962
B1	der Schauspieler, -(1)	Der Film war toll. Die Schauspieler waren sehr gut.	The movie was great. The actors were very good.	2612
B1	die Schauspielerin, -nen(1)	Die Schauspielerin hat einen tollen Auftritt gehabt.	The actress had a great performance.	4099
B1	die Scheibe, -n(1)	Fünf Scheiben Käse, bitte.	Five slices of cheese, please.	6197
B1	die Scheibe, -n(2)	Die Scheiben sind ganz schmutzig. Ich muss die Fenster putzen.	The panes are very dirty. I need to clean the windows.	6197
B1	sich scheiden lassen, lässt sich scheiden, ließ sich scheiden, hat sich scheiden lassen(1)	Meine Nachbarn haben sich scheiden lassen.	My neighbors got divorced.	10000000
B1	sich scheiden lassen, lässt sich scheiden, ließ sich scheiden, hat sich scheiden lassen(2)	Meine Kollegin ist geschieden.	My colleague is divorced.	10000000
B1	die Scheidung, -en(1)	Wann war die Scheidung?	When was the divorce?	2885
B1	der Schein, -e(1)	Kannst du einen Schein in Kleingeld wechseln?	Can you change a bill into small change?	6499
B1	der Schein, -e(2)	Hast du Kleingeld für den Automaten? Ich habe nur Scheine.	Do you have small change for the machine? I only have bills.	6499
B1	schieben, schiebt, schob, hat geschoben(1)	Leider ist mein Fahrrad kaputtgegangen. Ich musste es nach Hause schieben.	Unfortunately, my bike broke down. I had to push it home.	3745
B1	schieben, schiebt, schob, hat geschoben(2)	Wir können den Schrank links an die Wand schieben; dann haben wir mehr Platz.	We can push the cupboard to the left against the wall; then we will have more space.	3745
B1	schief(1)	Der Spiegel hängt ganz schief.	The mirror is hanging crookedly.	2565
B1	schießen, schießt, schoss, hat geschossen(1)	Unsere Mannschaft hat ein Tor geschossen.	Our team scored a goal.	1082
B1	der Schlaf(1)	Das Kind macht jeden Tag nach dem Mittagessen einen kurzen Schlaf.	The child takes a short nap every day after lunch.	1258
B1	der Schlaf(2)	Genügend Schlaf ist wichtig für die Gesundheit.	Enough sleep is important for health.	1258
B1	schlagen, schlägt, schlug, hat geschlagen(1)	Wer hat den Weltmeister geschlagen?	Who defeated the world champion?	1099
B1	schlagen, schlägt, schlug, hat geschlagen(2)	Ich muss einen Nagel in die Wand schlagen. Wo ist der Hammer?	I need to hammer a nail into the wall. Where is the hammer?	1099
B1	schlagen, schlägt, schlug, hat geschlagen(3)	Das Herz schlug mir bis zum Hals.	My heart was pounding in my throat.	1099
B1	das Schnitzel, -(1)	Bitte ein Schnitzel mit Kartoffeln und Salat.	Please, a schnitzel with potatoes and salad.	22398
B1	der Schnupfen(1)	Ich habe Schnupfen. Welches Medikament empfehlen Sie?	I have a cold. What medicine do you recommend?	16134
B1	der Schreck, -en(1)	Ich habe einen großen Schreck bekommen.	I got a big scare.	9946
B1	aufschreiben(1)	Ich habe mir deine Telefonnummer aufgeschrieben.	I wrote down your phone number.	8677
B1	schreien, schreit, schrie, hat geschrien(1)	Kinder, hört bitte auf, so laut zu schreien. – Ich muss arbeiten.	Kids, please stop shouting so loudly. – I have to work.	1601
B1	schreien, schreit, schrie, hat geschrien(2)	Unser Baby hat heute Nacht viel geschrien.	Our baby cried a lot last night.	1601
B1	die Schrift, -en(1)	Ich kann leider deine Schrift nicht lesen.	Unfortunately, I cannot read your handwriting.	7206
B1	der Schriftsteller, - (1)	Kennst du diese Schriftstellerin? Ich liebe ihre Bücher.	Do you know this female writer? I love her books.	5048
B1	der Schriftsteller, - (2)	Kennst du diesen Schriftsteller? Ich liebe seine Bücher.	Do you know this writer? I love his books.	5048
B1	der Schritt, -e(1)	Die Sprachschule ist nur ein paar Schritte von hier.	The language school is just a few steps from here.	1406
B1	der Schritt, -e(2)	Du musst der Anleitung Schritt für Schritt folgen.	You need to follow the instructions step by step.	1406
B1	die Schuld(1)	Es ist nicht meine Schuld, dass das nicht geklappt hat.	It’s not my fault that it didn’t work out.	519
B1	die Schuld(2)	Ich hatte einen Unfall. Aber ich war nicht schuld.	I had an accident. But I wasn’t at fault.	519
B1	die Schulden (Pl.)(1)	Jetzt habe ich alle meine Schulden bezahlt.	Now I have paid all my debts.	2038
B1	schuldig(1)	Was bin ich Ihnen schuldig? – 50 Euro, bitte.	What do I owe you? – 50 euros, please.	1327
B1	die Schularbeit, -en (A) (1)	Mein Sohn schreibt bei Schularbeiten immer gute Noten.	My son always gets good grades in school tests.	10000000
B1	der Schülerin, -nen (1)	Der Schüler ist krank.	The student is sick.	8671
B1	die Schulter, -n(1)	Ich habe Schmerzen in der rechten Schulter.	I have pain in my right shoulder.	2932
B1	die Schüssel, -n(1)	Gibst du mir bitte eine Schüssel für den Salat?	Can you give me a bowl for the salad?	7285
B1	schütteln, schüttelt, schüttelte, hat geschüttelt(1)	Die Flasche muss man vor dem Öffnen schütteln.	You need to shake the bottle before opening it.	7780
B1	schützen, schützt, schützte, hat geschützt(1)	Diese Impfung schützt vor Grippe.	This vaccine protects against the flu.	1329
B1	der Schutz(1)	Das ist ein guter Schutz gegen Kälte.	That’s a good protection against cold.	2007
B1	der Schutz(2)	Alle reden heute über den Schutz der Umwelt.	Everyone is talking about environmental protection today.	2007
B1	das Schwammerl, -n (A) (1)	Haben Sie frische Schwammerln?	Do you have fresh mushrooms?	10000000
B1	die Schwangerschaft, -en(1)	Sie dürfen während der Schwangerschaft nicht rauchen.	You may not smoke during pregnancy.	7101
B1	schweigen, schweigt, schwieg, hat geschwiegen(1)	Sie sprach viel, aber ihr Mann schwieg den ganzen Abend lang.	She talked a lot, but her husband stayed silent the whole evening.	2081
B1	Schwieger- (1)	Wir besuchen morgen meine Schwiegereltern.	We are visiting my in-laws tomorrow.	10000000
B1	Schwieger- (2)	Mein Schwiegervater ist Lehrer.	My father-in-law is a teacher.	10000000
B1	Schwieger- (3)	Ich verstehe mich gut mit meiner Schwiegertochter.	I get along well with my daughter-in-law.	10000000
B1	die Schwierigkeit, -en(1)	Ich hatte große Schwierigkeiten, einen Parkplatz zu bekommen.	I had a lot of trouble finding a parking space.	23421
B1	schwitzen, schwitzt, schwitzte, hat geschwitzt(1)	Es war sehr heiß. Wir haben alle sehr geschwitzt.	It was very hot. We all sweated a lot.	8372
B1	seitdem(1)	Ich bin vor zwei Jahren nach Deutschland gekommen. Seitdem lerne ich Deutsch.	I came to Germany two years ago. Since then, I’ve been learning German.	1890
B1	der Sekretär, -e (1)	Der neue Sekretär hat sich gestern vorgestellt.	The new secretary introduced himself yesterday.	9821
B1	der Sekretärin, -nen (1)	Die Sekretärin hat die Anrufe entgegengenommen.	The secretary took the calls.	3906
B1	selb- (1)	Ich habe am selben Tag Geburtstag wie du.	I have the same birthday as you.	10000000
B1	selbstverständlich(1)	Selbstverständlich sagen wir Ihnen sofort Bescheid.	Of course, we will let you know immediately.	2022
B1	selten(1)	Ich gehe ganz selten ins Kino.	I go to the cinema very rarely.	2352
B1	seltsam(1)	Es ist seltsam, dass mein Bruder noch nicht hier ist.	It’s strange that my brother isn’t here yet.	1157
B1	seltsam(2)	Sie hörte ein seltsames Geräusch.	She heard a strange noise.	1157
B1	das Semester, -(1)	Mein Neffe studiert im 7. Semester Medizin.	My nephew is studying medicine in the 7th semester.	8610
B1	das Seminar, -e(1)	Ich möchte dieses Seminar unbedingt besuchen.	I definitely want to attend this seminar.	10772
B1	die Semmel, -n (A) (1)	Ich hole schnell ein paar Semmeln zum Frühstück.	I’ll quickly get some rolls for breakfast.	10000000
B1	senden, sendet, sendete/sandte, hat gesendet/gesandt(1)	Bitte senden Sie uns die Unterlagen per E-Mail.	Please send us the documents by email.	3723
B1	senden, sendet, sendete/sandte, hat gesendet/gesandt(2)	Können Sie uns die Post bitte nachsenden?	Can you please forward the mail to us?	3723
B1	der Sender, - (1)	Welchen Sender siehst du am liebsten?	Which channel do you like best?	3865
B1	der Sender, - (2)	Ich höre im Radio am liebsten Sender mit moderner Musik.	I like listening to channels with modern music on the radio.	3865
B1	die Senioren (Pl.)(1)	Dieser Computerkurs ist für Senioren.	This computer course is for seniors.	23908
B1	senkrecht(1)	Ziehen Sie bitte eine senkrechte Linie.	Please draw a vertical line.	28231
B1	die Serie, -n(1)	Meine Tochter liebt es, im Fernsehen Serien zu schauen.	My daughter loves watching series on TV.	3071
B1	der Serviceangestellte, -n(1)	Ich bin Serviceangestellte von Beruf.	I work as a service employee.	10000000
B1	die Serviceangestellte, -n (CH) (1)	Ich bin Serviceangestellte von Beruf.	I work as a service employee.	10000000
B1	sichtbar(1)	Es gibt keine sichtbaren Verletzungen.	There are no visible injuries.	9085
B1	sichtbar(2)	Aber wir müssen das Bein trotzdem untersuchen.	But we still need to examine the leg.	9085
B1	siegen, siegt, siegte, hat gesiegt(1)	Die Mannschaft siegte mit 2:0.	The team won with 2:0.	6546
B1	der Sieg, -e(1)	Unsere Mannschaft hat gewonnen. Wir freuen uns über den Sieg.	Our team won. We are happy about the victory.	2065
B1	der Sieger, - (1)	Wer hat gewonnen? Wie heißt die Siegerin?	Who won? What’s the winner’s name?	4869
B1	die Siegerin, -nen (1)	Wer hat gewonnen? Wie heißt die Siegerin?	Who won? What’s the winner’s name?	31071
B1	(sich) siezen, siezt, siezte, hat gesiezt(1)	Obwohl sie sich schon lange kennen, siezten sie sich.	Although they have known each other for a long time, they still address each other formally.	47660
B1	sinken, sinkt, sank, ist gesunken(1)	Das Schiff ist vor der Küste gesunken.	The ship sank off the coast.	8407
B1	sinken, sinkt, sank, ist gesunken(2)	Der Preis ist um 3 % gesunken.	The price has dropped by 3%.	8407
B1	der Sinn(1)	Es hat keinen Sinn, noch ein Spiel zu beginnen. Es ist schon spät.	There is no point in starting another game. It’s already late.	818
B1	sinnlos(1)	So ein sinnloses Buch habe ich schon lange nicht mehr gelesen.	I haven’t read such a pointless book in a long time.	3842
B1	sinnvoll(1)	Es funktioniert einfach nicht. Es ist sinnvoll, es noch einmal zu versuchen.	It just doesn’t work. It makes sense to try it again.	12168
B1	der Sitz, -e(1)	Ich suche für meinen Sohn einen Sitz fürs Auto. Er ist erst drei Jahre alt.	I’m looking for a car seat for my son. He is only three years old.	3173
B1	der Ski/Schi, -er/- (1)	Gehen wir am Wochenende Ski laufen?	Shall we go skiing this weekend?	10000000
B1	der Ski/Schi, -er/- (2)	Das sind aber schöne Skier!	Those are nice skis!	10000000
B1	der Sessel, - (1)	Ich hätte gern einen bequemen Sessel.	I would like a comfortable armchair.	9180
B1	der Sessel, - (2)	Da hinten ist noch ein Sessel frei.	There is still an armchair free over there.	9180
B1	die Sicherheit, -en(1)	Sicherheit ist für mich sehr wichtig.	Safety is very important to me.	851
B1	sichern, sichert, sicherte, hat gesichert(1)	Du musst immer alle Daten im Computer sichern.	You should always back up all the data on the computer.	4359
B1	sobald(1)	Sobald ich den Termin weiß, gebe ich Ihnen Bescheid.	As soon as I know the appointment, I’ll let you know.	803
B1	die Socke, -n(1)	Im Winter brauche ich warme Socken.	In winter, I need warm socks.	11111
B1	sodass(1)	Der Zug hatte zwei Stunden Verspätung, sodass ich erst um 23 Uhr nach Hause kam.	The train was two hours late, so I didn’t get home until 11 PM.	5144
B1	sogenannt- (1)	Studenten, die lange studieren, sind sogenannte Langzeitstudierende.	Students who study for a long time are called long-term students.	10000000
B1	sogenannt- (2)	Wo bleiben denn deine sogenannten Freunde?	Where are your so-called friends?	10000000
B1	solange(1)	Solange Sie Fieber haben, dürfen Sie auf keinen Fall arbeiten gehen.	As long as you have a fever, you must not go to work.	837
B1	solch- (1)	Solche Schuhe finde ich toll.	I think such shoes are great.	10000000
B1	das Sonderangebot, -e(1)	Das ist ein Sonderangebot: 25 % reduziert.	This is a special offer: 25% off.	22932
B1	sondern(1)	Unser Besuch kommt nicht heute, sondern morgen.	Our visit will not be today, but tomorrow.	619
B1	sorgen, sorgt, sorgte, hat gesorgt(1)	Wer sorgt denn für die Kinder?	Who is taking care of the children?	425
B1	sorgen, sorgt, sorgte, hat gesorgt(2)	Können Sie bitte dafür sorgen, dass die Heizung funktioniert?	Can you please ensure that the heating works?	425
B1	die Sorge, -n(1)	Um Ihre Zukunft brauchen Sie sich keine Sorgen zu machen.	You don’t need to worry about your future.	582
B1	die Soße/Sauce, -n(1)	Gibst du mir bitte mal die Soße?	Can you please pass me the sauce?	10000000
B1	das Souvenir, -s(1)	Ich habe ein paar Souvenirs aus dem Urlaub mitgebracht.	I brought back some souvenirs from the vacation.	13617
B1	soviel(1)	Soviel ich weiß, hat dieses Restaurant heute Ruhetag.	As far as I know, this restaurant is closed today.	2908
B1	so viel/so viel wie(1)	Ich habe so viel gegessen. Jetzt ist mir schlecht.	I ate so much. Now I feel sick.	10000000
B1	so viel/so viel wie(2)	Ich verdiene nur halb so viel wie er.	I earn only half as much as he does.	10000000
B1	sowieso(1)	Willst du mir den Brief mitgeben? Ich gehe sowieso zur Post.	Do you want to give me the letter? I’m going to the post office anyway.	1119
B1	sowohl … als auch(1)	Sowohl Sie als auch Ihre Frau müssen unterschreiben.	Both you and your wife must sign.	10000000
B1	sozial(1)	Das System ist nicht sozial.	The system is not social.	19263
B1	sozial(2)	Es gibt viele soziale Probleme.	There are many social problems.	19263
B1	der Sozialarbeiter, - (1)	Die Sozialarbeiterin kommt einmal in der Woche.	The social worker comes once a week.	19695
B1	die Sozialarbeiterin, -nen (1)	Die Sozialarbeiterin kommt einmal in der Woche.	The social worker comes once a week.	19656
B1	sparsam(1)	Wir haben fünf Kinder. Wir müssen sehr sparsam sein.	We have five children. We need to be very economical.	18899
B1	sparsam(2)	Mein Auto ist sehr sparsam. Es verbraucht nur 5 Liter auf 100 km.	My car is very economical. It consumes only 5 liters per 100 km.	18899
B1	spätestens(1)	Ich muss spätestens um 9 Uhr bei der Arbeit sein.	I must be at work by 9 o’clock at the latest.	10252
B1	Speise-/Speise, -n(1)	Als Vorspeise nehme ich eine Suppe, aber dafür nehme ich keine Nachspeise.	I will have soup as a starter but no dessert.	10000000
